; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_6nt_mkv4_m5/peak-motifs_oligos_6nt_mkv4_m5.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_6nt_mkv4_m5/peak-motifs_oligos_6nt_mkv4_m5_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_6nt_mkv4_m5/peak-motifs_oligos_6nt_mkv4_m5.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_6nt_mkv4_m5/peak-motifs_oligos_6nt_mkv4_m5_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26589
;		c	0.23416
;		g	0.23390
;		t	0.26605
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name              	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	oligos_6nt_mkv4_m5	11	4	1	-31.200	10.500	41.700	a:0.266 c:0.234 g:0.234 t:0.266 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
oligos_6nt_mkv4_m5	-5.0	3440	2696055	116417	4.140078e-02	3.495996e-02	98305.73	0.000000e+00	0.000000e+00	350.00	1
oligos_6nt_mkv4_m5	-4.9	3345	2699400	113072	4.021121e-02	3.367020e-02	94678.97	0.000000e+00	0.000000e+00	350.00	2
oligos_6nt_mkv4_m5	-4.8	3369	2702769	109703	3.901311e-02	3.268539e-02	91909.75	0.000000e+00	0.000000e+00	350.00	3
oligos_6nt_mkv4_m5	-4.7	3237	2706006	106466	3.786195e-02	3.150959e-02	88603.46	0.000000e+00	0.000000e+00	350.00	4
oligos_6nt_mkv4_m5	-4.6	3167	2709173	103299	3.673569e-02	3.045270e-02	85631.53	0.000000e+00	0.000000e+00	350.00	5
oligos_6nt_mkv4_m5	-4.5	3026	2712199	100273	3.565957e-02	2.955620e-02	83110.61	0.000000e+00	0.000000e+00	350.00	6
oligos_6nt_mkv4_m5	-4.4	2983	2715182	97290	3.459874e-02	2.847414e-02	80067.93	0.000000e+00	0.000000e+00	350.00	7
oligos_6nt_mkv4_m5	-4.3	2939	2718121	94351	3.355356e-02	2.761844e-02	77661.72	0.000000e+00	0.000000e+00	350.00	8
oligos_6nt_mkv4_m5	-4.2	2747	2720868	91604	3.257666e-02	2.667943e-02	75021.27	0.000000e+00	0.000000e+00	350.00	9
oligos_6nt_mkv4_m5	-4.1	2663	2723531	88941	3.162963e-02	2.571564e-02	72311.15	0.000000e+00	0.000000e+00	350.00	10
oligos_6nt_mkv4_m5	-4.0	2503	2726034	86438	3.073950e-02	2.493567e-02	70117.89	0.000000e+00	0.000000e+00	350.00	11
oligos_6nt_mkv4_m5	-3.9	2481	2728515	83957	2.985720e-02	2.404869e-02	67623.75	0.000000e+00	0.000000e+00	350.00	12
oligos_6nt_mkv4_m5	-3.8	2668	2731183	81289	2.890839e-02	2.325784e-02	65399.92	0.000000e+00	0.000000e+00	350.00	13
oligos_6nt_mkv4_m5	-3.7	2382	2733565	78907	2.806129e-02	2.246749e-02	63177.51	0.000000e+00	0.000000e+00	350.00	14
oligos_6nt_mkv4_m5	-3.6	2332	2735897	76575	2.723197e-02	2.177037e-02	61217.24	0.000000e+00	0.000000e+00	350.00	15
oligos_6nt_mkv4_m5	-3.5	2346	2738243	74229	2.639768e-02	2.105260e-02	59198.90	0.000000e+00	0.000000e+00	350.00	16
oligos_6nt_mkv4_m5	-3.4	2287	2740530	71942	2.558436e-02	2.026673e-02	56989.07	0.000000e+00	0.000000e+00	350.00	17
oligos_6nt_mkv4_m5	-3.3	2205	2742735	69737	2.480021e-02	1.954750e-02	54966.64	0.000000e+00	0.000000e+00	350.00	18
oligos_6nt_mkv4_m5	-3.2	2238	2744973	67499	2.400432e-02	1.894907e-02	53283.88	0.000000e+00	0.000000e+00	350.00	19
oligos_6nt_mkv4_m5	-3.1	2040	2747013	65459	2.327885e-02	1.828859e-02	51426.64	0.000000e+00	0.000000e+00	350.00	20
oligos_6nt_mkv4_m5	-3.0	1906	2748919	63553	2.260103e-02	1.765519e-02	49645.55	0.000000e+00	0.000000e+00	350.00	21
oligos_6nt_mkv4_m5	-2.9	1916	2750835	61637	2.191965e-02	1.699748e-02	47796.10	0.000000e+00	0.000000e+00	350.00	22
oligos_6nt_mkv4_m5	-2.8	1866	2752701	59771	2.125605e-02	1.642143e-02	46176.28	0.000000e+00	0.000000e+00	350.00	23
oligos_6nt_mkv4_m5	-2.7	1861	2754562	57910	2.059423e-02	1.587254e-02	44632.81	0.000000e+00	0.000000e+00	350.00	24
oligos_6nt_mkv4_m5	-2.6	1839	2756401	56071	1.994024e-02	1.537746e-02	43240.69	0.000000e+00	0.000000e+00	350.00	25
oligos_6nt_mkv4_m5	-2.5	1637	2758038	54434	1.935808e-02	1.483976e-02	41728.69	0.000000e+00	0.000000e+00	350.00	26
oligos_6nt_mkv4_m5	-2.4	1661	2759699	52773	1.876739e-02	1.427350e-02	40136.39	0.000000e+00	0.000000e+00	350.00	27
oligos_6nt_mkv4_m5	-2.3	1539	2761238	51234	1.822008e-02	1.379280e-02	38784.69	0.000000e+00	0.000000e+00	350.00	28
oligos_6nt_mkv4_m5	-2.2	1374	2762612	49860	1.773145e-02	1.336625e-02	37585.25	0.000000e+00	0.000000e+00	350.00	29
oligos_6nt_mkv4_m5	-2.1	1550	2764162	48310	1.718024e-02	1.289870e-02	36270.52	0.000000e+00	0.000000e+00	350.00	30
oligos_6nt_mkv4_m5	-2.0	1479	2765641	46831	1.665427e-02	1.247073e-02	35067.10	0.000000e+00	0.000000e+00	350.00	31
oligos_6nt_mkv4_m5	-1.9	1434	2767075	45397	1.614430e-02	1.201238e-02	33778.23	0.000000e+00	0.000000e+00	350.00	32
oligos_6nt_mkv4_m5	-1.8	1385	2768460	44012	1.565176e-02	1.153724e-02	32442.16	0.000000e+00	0.000000e+00	350.00	33
oligos_6nt_mkv4_m5	-1.7	1421	2769881	42591	1.514642e-02	1.112015e-02	31269.34	0.000000e+00	0.000000e+00	350.00	34
oligos_6nt_mkv4_m5	-1.6	1415	2771296	41176	1.464321e-02	1.075268e-02	30236.01	0.000000e+00	0.000000e+00	350.00	35
oligos_6nt_mkv4_m5	-1.5	1316	2772612	39860	1.417521e-02	1.028154e-02	28911.18	0.000000e+00	0.000000e+00	350.00	36
oligos_6nt_mkv4_m5	-1.4	1231	2773843	38629	1.373743e-02	9.912052e-03	27872.21	0.000000e+00	0.000000e+00	350.00	37
oligos_6nt_mkv4_m5	-1.3	1370	2775213	37259	1.325023e-02	9.490652e-03	26687.26	0.000000e+00	0.000000e+00	350.00	38
oligos_6nt_mkv4_m5	-1.2	1370	2776583	35889	1.276302e-02	9.139109e-03	25698.74	0.000000e+00	0.000000e+00	350.00	39
oligos_6nt_mkv4_m5	-1.1	1231	2777814	34658	1.232525e-02	8.764125e-03	24644.30	0.000000e+00	0.000000e+00	350.00	40
oligos_6nt_mkv4_m5	-1.0	1254	2779068	33404	1.187929e-02	8.346426e-03	23469.75	0.000000e+00	0.000000e+00	350.00	41
oligos_6nt_mkv4_m5	-0.9	1265	2780333	32139	1.142943e-02	8.031327e-03	22583.71	0.000000e+00	0.000000e+00	350.00	42
oligos_6nt_mkv4_m5	-0.8	1315	2781648	30824	1.096178e-02	7.663637e-03	21549.78	0.000000e+00	0.000000e+00	350.00	43
oligos_6nt_mkv4_m5	-0.7	1099	2782747	29725	1.057095e-02	7.271779e-03	20447.89	0.000000e+00	0.000000e+00	350.00	44
oligos_6nt_mkv4_m5	-0.6	1228	2783975	28497	1.013424e-02	6.929535e-03	19485.52	0.000000e+00	0.000000e+00	350.00	45
oligos_6nt_mkv4_m5	-0.5	1215	2785190	27282	9.702157e-03	6.620057e-03	18615.28	0.000000e+00	0.000000e+00	350.00	46
oligos_6nt_mkv4_m5	-0.4	1119	2786309	26163	9.304213e-03	6.292270e-03	17693.56	0.000000e+00	0.000000e+00	350.00	47
oligos_6nt_mkv4_m5	-0.3	1199	2787508	24964	8.877819e-03	6.006970e-03	16891.31	0.000000e+00	0.000000e+00	350.00	48
oligos_6nt_mkv4_m5	-0.2	1003	2788511	23961	8.521127e-03	5.702160e-03	16034.20	0.000000e+00	0.000000e+00	350.00	49
oligos_6nt_mkv4_m5	-0.1	1119	2789630	22842	8.123183e-03	5.423136e-03	15249.60	0.000000e+00	0.000000e+00	350.00	50
oligos_6nt_mkv4_m5	0.0	857	2790487	21985	7.818412e-03	5.139858e-03	14453.03	0.000000e+00	0.000000e+00	350.00	51
oligos_6nt_mkv4_m5	0.1	969	2791456	21016	7.473812e-03	4.908252e-03	13801.77	0.000000e+00	0.000000e+00	350.00	52
oligos_6nt_mkv4_m5	0.2	954	2792410	20062	7.134546e-03	4.655412e-03	13090.79	0.000000e+00	0.000000e+00	350.00	53
oligos_6nt_mkv4_m5	0.3	933	2793343	19129	6.802748e-03	4.406007e-03	12389.48	0.000000e+00	0.000000e+00	350.00	54
oligos_6nt_mkv4_m5	0.4	775	2794118	18354	6.527138e-03	4.187692e-03	11775.59	0.000000e+00	0.000000e+00	350.00	55
oligos_6nt_mkv4_m5	0.5	749	2794867	17605	6.260775e-03	4.008116e-03	11270.63	0.000000e+00	0.000000e+00	350.00	56
oligos_6nt_mkv4_m5	0.6	659	2795526	16946	6.026419e-03	3.827680e-03	10763.25	0.000000e+00	0.000000e+00	350.00	57
oligos_6nt_mkv4_m5	0.7	733	2796259	16213	5.765746e-03	3.656387e-03	10281.58	0.000000e+00	0.000000e+00	350.00	58
oligos_6nt_mkv4_m5	0.8	683	2796942	15530	5.522854e-03	3.500439e-03	9843.07	0.000000e+00	0.000000e+00	350.00	59
oligos_6nt_mkv4_m5	0.9	595	2797537	14935	5.311257e-03	3.327989e-03	9358.15	0.000000e+00	0.000000e+00	350.00	60
oligos_6nt_mkv4_m5	1.0	597	2798134	14338	5.098949e-03	3.181386e-03	8945.91	0.000000e+00	0.000000e+00	350.00	61
oligos_6nt_mkv4_m5	1.1	527	2798661	13811	4.911535e-03	3.069677e-03	8631.79	0.000000e+00	0.000000e+00	350.00	62
oligos_6nt_mkv4_m5	1.2	426	2799087	13385	4.760039e-03	2.921019e-03	8213.76	0.000000e+00	0.000000e+00	350.00	63
oligos_6nt_mkv4_m5	1.3	498	2799585	12887	4.582937e-03	2.809735e-03	7900.84	0.000000e+00	0.000000e+00	350.00	64
oligos_6nt_mkv4_m5	1.4	409	2799994	12478	4.437487e-03	2.713748e-03	7630.93	0.000000e+00	0.000000e+00	350.00	65
oligos_6nt_mkv4_m5	1.5	412	2800406	12066	4.290969e-03	2.607647e-03	7332.58	0.000000e+00	0.000000e+00	350.00	66
oligos_6nt_mkv4_m5	1.6	383	2800789	11683	4.154765e-03	2.517652e-03	7079.52	0.000000e+00	0.000000e+00	350.00	67
oligos_6nt_mkv4_m5	1.7	352	2801141	11331	4.029585e-03	2.413107e-03	6785.54	0.000000e+00	0.000000e+00	350.00	68
oligos_6nt_mkv4_m5	1.8	355	2801496	10976	3.903338e-03	2.335412e-03	6567.07	0.000000e+00	0.000000e+00	350.00	69
oligos_6nt_mkv4_m5	1.9	322	2801818	10654	3.788827e-03	2.242416e-03	6305.57	0.000000e+00	0.000000e+00	350.00	70
