; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/dyads_m2/peak-motifs_dyads_m2.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/dyads_m2/peak-motifs_dyads_m2_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/dyads_m2/peak-motifs_dyads_m2.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/dyads_m2/peak-motifs_dyads_m2_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.29701
;		c	0.20351
;		g	0.20377
;		t	0.29571
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name    	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	dyads_m2	17	4	1	-52.800	19.500	72.300	a:0.297 c:0.204 g:0.204 t:0.296 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
dyads_m2	-5.0	1710	2467063	70641	2.783659e-02	1.196172e-02	30355.30	0.000000e+00	0.000000e+00	350.00	1
dyads_m2	-4.9	1643	2468706	68998	2.718915e-02	1.151251e-02	29215.33	0.000000e+00	0.000000e+00	350.00	2
dyads_m2	-4.8	1656	2470362	67342	2.653660e-02	1.115519e-02	28308.55	0.000000e+00	0.000000e+00	350.00	3
dyads_m2	-4.7	1675	2472037	65667	2.587655e-02	1.073317e-02	27237.60	0.000000e+00	0.000000e+00	350.00	4
dyads_m2	-4.6	1593	2473630	64074	2.524882e-02	1.036032e-02	26291.41	0.000000e+00	0.000000e+00	350.00	5
dyads_m2	-4.5	1558	2475188	62516	2.463488e-02	1.003417e-02	25463.74	0.000000e+00	0.000000e+00	350.00	6
dyads_m2	-4.4	1553	2476741	60963	2.402291e-02	9.648890e-03	24486.02	0.000000e+00	0.000000e+00	350.00	7
dyads_m2	-4.3	1562	2478303	59401	2.340739e-02	9.342879e-03	23709.45	0.000000e+00	0.000000e+00	350.00	8
dyads_m2	-4.2	1486	2479789	57915	2.282182e-02	9.012088e-03	22870.00	0.000000e+00	0.000000e+00	350.00	9
dyads_m2	-4.1	1468	2481257	56447	2.224334e-02	8.661256e-03	21979.70	0.000000e+00	0.000000e+00	350.00	10
dyads_m2	-4.0	1332	2482589	55115	2.171846e-02	8.382147e-03	21271.40	0.000000e+00	0.000000e+00	350.00	11
dyads_m2	-3.9	1422	2484011	53693	2.115811e-02	8.052389e-03	20434.57	0.000000e+00	0.000000e+00	350.00	12
dyads_m2	-3.8	1282	2485293	52411	2.065293e-02	7.762249e-03	19698.28	0.000000e+00	0.000000e+00	350.00	13
dyads_m2	-3.7	1386	2486679	51025	2.010677e-02	7.480630e-03	18983.62	0.000000e+00	0.000000e+00	350.00	14
dyads_m2	-3.6	1279	2487958	49746	1.960277e-02	7.234968e-03	18360.20	0.000000e+00	0.000000e+00	350.00	15
dyads_m2	-3.5	1149	2489107	48597	1.915000e-02	6.970476e-03	17689.00	0.000000e+00	0.000000e+00	350.00	16
dyads_m2	-3.4	1274	2490381	47323	1.864797e-02	6.688353e-03	16973.05	0.000000e+00	0.000000e+00	350.00	17
dyads_m2	-3.3	1281	2491662	46042	1.814318e-02	6.440705e-03	16344.60	0.000000e+00	0.000000e+00	350.00	18
dyads_m2	-3.2	1093	2492755	44949	1.771247e-02	6.224938e-03	15797.04	0.000000e+00	0.000000e+00	350.00	19
dyads_m2	-3.1	1075	2493830	43874	1.728886e-02	5.991546e-03	15204.76	0.000000e+00	0.000000e+00	350.00	20
dyads_m2	-3.0	1162	2494992	42712	1.683097e-02	5.765575e-03	14631.32	0.000000e+00	0.000000e+00	350.00	21
dyads_m2	-2.9	1246	2496238	41466	1.633997e-02	5.526156e-03	14023.74	0.000000e+00	0.000000e+00	350.00	22
dyads_m2	-2.8	1079	2497317	40387	1.591479e-02	5.315537e-03	13489.25	0.000000e+00	0.000000e+00	350.00	23
dyads_m2	-2.7	1073	2498390	39314	1.549196e-02	5.111773e-03	12972.16	0.000000e+00	0.000000e+00	350.00	24
dyads_m2	-2.6	1000	2499390	38314	1.509791e-02	4.934586e-03	12522.51	0.000000e+00	0.000000e+00	350.00	25
dyads_m2	-2.5	996	2500386	37318	1.470542e-02	4.742658e-03	12035.46	0.000000e+00	0.000000e+00	350.00	26
dyads_m2	-2.4	1037	2501423	36281	1.429679e-02	4.540096e-03	11521.42	0.000000e+00	0.000000e+00	350.00	27
dyads_m2	-2.3	934	2502357	35347	1.392874e-02	4.362163e-03	11069.87	0.000000e+00	0.000000e+00	350.00	28
dyads_m2	-2.2	904	2503261	34443	1.357251e-02	4.207103e-03	10676.38	0.000000e+00	0.000000e+00	350.00	29
dyads_m2	-2.1	883	2504144	33560	1.322456e-02	4.040698e-03	10254.09	0.000000e+00	0.000000e+00	350.00	30
dyads_m2	-2.0	908	2505052	32652	1.286675e-02	3.880333e-03	9847.13	0.000000e+00	0.000000e+00	350.00	31
dyads_m2	-1.9	940	2505992	31712	1.249634e-02	3.724655e-03	9452.07	0.000000e+00	0.000000e+00	350.00	32
dyads_m2	-1.8	867	2506859	30845	1.215469e-02	3.560579e-03	9035.69	0.000000e+00	0.000000e+00	350.00	33
dyads_m2	-1.7	838	2507697	30007	1.182447e-02	3.416847e-03	8670.94	0.000000e+00	0.000000e+00	350.00	34
dyads_m2	-1.6	760	2508457	29247	1.152499e-02	3.292169e-03	8354.55	0.000000e+00	0.000000e+00	350.00	35
dyads_m2	-1.5	803	2509260	28444	1.120856e-02	3.145077e-03	7981.27	0.000000e+00	0.000000e+00	350.00	36
dyads_m2	-1.4	710	2509970	27734	1.092878e-02	3.029431e-03	7687.80	0.000000e+00	0.000000e+00	350.00	37
dyads_m2	-1.3	847	2510817	26887	1.059501e-02	2.892598e-03	7340.55	0.000000e+00	0.000000e+00	350.00	38
dyads_m2	-1.2	720	2511537	26167	1.031129e-02	2.785394e-03	7068.50	0.000000e+00	0.000000e+00	350.00	39
dyads_m2	-1.1	700	2512237	25467	1.003545e-02	2.670029e-03	6775.74	0.000000e+00	0.000000e+00	350.00	40
dyads_m2	-1.0	803	2513040	24664	9.719025e-03	2.548536e-03	6467.43	0.000000e+00	0.000000e+00	350.00	41
dyads_m2	-0.9	730	2513770	23934	9.431364e-03	2.452634e-03	6224.06	0.000000e+00	0.000000e+00	350.00	42
dyads_m2	-0.8	670	2514440	23264	9.167345e-03	2.349814e-03	5963.13	0.000000e+00	0.000000e+00	350.00	43
dyads_m2	-0.7	619	2515059	22645	8.923424e-03	2.241514e-03	5688.30	0.000000e+00	0.000000e+00	350.00	44
dyads_m2	-0.6	612	2515671	22033	8.682261e-03	2.146680e-03	5447.64	0.000000e+00	0.000000e+00	350.00	45
dyads_m2	-0.5	592	2516263	21441	8.448979e-03	2.055333e-03	5215.82	0.000000e+00	0.000000e+00	350.00	46
dyads_m2	-0.4	529	2516792	20912	8.240523e-03	1.968094e-03	4994.44	0.000000e+00	0.000000e+00	350.00	47
dyads_m2	-0.3	533	2517325	20379	8.030491e-03	1.891686e-03	4800.54	0.000000e+00	0.000000e+00	350.00	48
dyads_m2	-0.2	551	2517876	19828	7.813365e-03	1.810218e-03	4593.80	0.000000e+00	0.000000e+00	350.00	49
dyads_m2	-0.1	595	2518471	19233	7.578901e-03	1.732161e-03	4395.71	0.000000e+00	0.000000e+00	350.00	50
dyads_m2	0.0	502	2518973	18731	7.381084e-03	1.648970e-03	4184.60	0.000000e+00	0.000000e+00	350.00	51
