; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m4/peak-motifs_dyads_m4.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m4/peak-motifs_dyads_m4_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m4/peak-motifs_dyads_m4.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m4/peak-motifs_dyads_m4_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26589
;		c	0.23416
;		g	0.23390
;		t	0.26605
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name    	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	dyads_m4	13	4	1	-39.000	13.500	52.500	a:0.266 c:0.234 g:0.234 t:0.266 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
dyads_m4	-5.0	903	2754867	29441	1.057391e-02	9.457564e-03	26332.76	7.450742e-80	1.333683e-77	76.87	1
dyads_m4	-4.9	888	2755755	28553	1.025498e-02	9.132594e-03	25427.95	2.423762e-83	4.338535e-81	80.36	2
dyads_m4	-4.8	774	2756529	27779	9.976989e-03	8.871866e-03	24702.00	4.096845e-83	7.333352e-81	80.13	3
dyads_m4	-4.7	789	2757318	26990	9.693615e-03	8.565608e-03	23849.28	2.690509e-89	4.816011e-87	86.32	4
dyads_m4	-4.6	767	2758085	26223	9.418142e-03	8.293487e-03	23091.61	1.729850e-91	3.096432e-89	88.51	5
dyads_m4	-4.5	790	2758875	25433	9.134409e-03	8.055885e-03	22430.06	9.287014e-87	1.662376e-84	83.78	6
dyads_m4	-4.4	759	2759634	24674	8.861810e-03	7.768766e-03	21630.63	4.780689e-92	8.557434e-90	89.07	7
dyads_m4	-4.3	783	2760417	23891	8.580591e-03	7.533031e-03	20974.27	2.500182e-87	4.475325e-85	84.35	8
dyads_m4	-4.2	761	2761178	23130	8.307274e-03	7.276611e-03	20260.32	2.033130e-87	3.639302e-85	84.44	9
dyads_m4	-4.1	757	2761935	22373	8.035393e-03	6.997680e-03	19483.69	7.980570e-92	1.428522e-89	88.85	10
dyads_m4	-4.0	685	2762620	21688	7.789371e-03	6.770403e-03	18850.88	1.954569e-91	3.498678e-89	88.46	11
dyads_m4	-3.9	717	2763337	20971	7.531856e-03	6.506939e-03	18117.32	6.534301e-96	1.169640e-93	92.93	12
dyads_m4	-3.8	620	2763957	20351	7.309180e-03	6.278937e-03	17482.49	4.151517e-100	7.431215e-98	97.13	13
dyads_m4	-3.7	633	2764590	19718	7.081834e-03	6.056374e-03	16862.80	1.387966e-102	2.484459e-100	99.60	14
dyads_m4	-3.6	542	2765132	19176	6.887172e-03	5.870840e-03	16346.22	8.733893e-104	1.563367e-101	100.81	15
dyads_m4	-3.5	569	2765701	18607	6.682812e-03	5.672142e-03	15792.98	5.371820e-106	9.615557e-104	103.02	16
dyads_m4	-3.4	552	2766253	18055	6.484558e-03	5.458448e-03	15198.00	4.973766e-113	8.903041e-111	110.05	17
dyads_m4	-3.3	502	2766755	17553	6.304262e-03	5.276383e-03	14691.07	5.399778e-117	9.665603e-115	114.01	18
dyads_m4	-3.2	500	2767255	17053	6.124684e-03	5.111122e-03	14230.93	2.741226e-117	4.906795e-115	114.31	19
dyads_m4	-3.1	512	2767767	16541	5.940796e-03	4.936832e-03	13745.66	6.561184e-119	1.174452e-116	115.93	20
dyads_m4	-3.0	556	2768323	15985	5.741105e-03	4.766787e-03	13272.20	5.506590e-116	9.856795e-114	113.01	21
dyads_m4	-2.9	513	2768836	15472	5.556858e-03	4.577249e-03	12744.47	1.264969e-121	2.264294e-119	118.65	22
