; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m1/peak-motifs_dyads_m1.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m1/peak-motifs_dyads_m1_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m1/peak-motifs_dyads_m1.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/dyads_m1/peak-motifs_dyads_m1_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26589
;		c	0.23416
;		g	0.23390
;		t	0.26605
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name    	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	dyads_m1	16	4	1	-55.000	17.400	72.400	a:0.266 c:0.234 g:0.234 t:0.266 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
dyads_m1	-5.0	1029	2708609	33453	1.219995e-02	7.887165e-03	21627.08	0.000000e+00	0.000000e+00	350.00	1
dyads_m1	-4.9	989	2709598	32464	1.183927e-02	7.583120e-03	20793.37	0.000000e+00	0.000000e+00	350.00	2
dyads_m1	-4.8	955	2710553	31509	1.149100e-02	7.341740e-03	20131.49	0.000000e+00	0.000000e+00	350.00	3
dyads_m1	-4.7	917	2711470	30592	1.115658e-02	7.057261e-03	19351.43	0.000000e+00	0.000000e+00	350.00	4
dyads_m1	-4.6	889	2712359	29703	1.083237e-02	6.806750e-03	18664.52	0.000000e+00	0.000000e+00	350.00	5
dyads_m1	-4.5	857	2713216	28846	1.051983e-02	6.587604e-03	18063.61	0.000000e+00	0.000000e+00	350.00	6
dyads_m1	-4.4	805	2714021	28041	1.022625e-02	6.328145e-03	17352.15	0.000000e+00	0.000000e+00	350.00	7
dyads_m1	-4.3	780	2714801	27261	9.941796e-03	6.121327e-03	16785.05	0.000000e+00	0.000000e+00	350.00	8
dyads_m1	-4.2	828	2715629	26433	9.639833e-03	5.899559e-03	16176.94	0.000000e+00	0.000000e+00	350.00	9
dyads_m1	-4.1	753	2716382	25680	9.365222e-03	5.663607e-03	15529.95	0.000000e+00	0.000000e+00	350.00	10
dyads_m1	-4.0	788	2717170	24892	9.077847e-03	5.477080e-03	15018.48	0.000000e+00	0.000000e+00	350.00	11
dyads_m1	-3.9	726	2717896	24166	8.813082e-03	5.256053e-03	14412.41	0.000000e+00	0.000000e+00	350.00	12
dyads_m1	-3.8	747	2718643	23419	8.540659e-03	5.061619e-03	13879.26	0.000000e+00	0.000000e+00	350.00	13
dyads_m1	-3.7	707	2719350	22712	8.282824e-03	4.874662e-03	13366.61	0.000000e+00	0.000000e+00	350.00	14
dyads_m1	-3.6	670	2720020	22042	8.038482e-03	4.710724e-03	12917.09	0.000000e+00	0.000000e+00	350.00	15
dyads_m1	-3.5	637	2720657	21405	7.806175e-03	4.534288e-03	12433.29	0.000000e+00	0.000000e+00	350.00	16
dyads_m1	-3.4	638	2721295	20767	7.573503e-03	4.346835e-03	11919.28	0.000000e+00	0.000000e+00	350.00	17
dyads_m1	-3.3	575	2721870	20192	7.363807e-03	4.182613e-03	11468.98	0.000000e+00	0.000000e+00	350.00	18
dyads_m1	-3.2	630	2722500	19562	7.134053e-03	4.039287e-03	11075.97	0.000000e+00	0.000000e+00	350.00	19
dyads_m1	-3.1	546	2723046	19016	6.934932e-03	3.885076e-03	10653.11	0.000000e+00	0.000000e+00	350.00	20
dyads_m1	-3.0	595	2723641	18421	6.717942e-03	3.737101e-03	10247.35	0.000000e+00	0.000000e+00	350.00	21
