; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/oligos_7nt_mkv5_m5/peak-motifs_oligos_7nt_mkv5_m5.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/oligos_7nt_mkv5_m5/peak-motifs_oligos_7nt_mkv5_m5_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/oligos_7nt_mkv5_m5/peak-motifs_oligos_7nt_mkv5_m5.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/08/peak-motifs.2014-10-08.083939_2014-10-08.083939_hIGyA6/results/discovered_motifs/oligos_7nt_mkv5_m5/peak-motifs_oligos_7nt_mkv5_m5_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.29701
;		c	0.20351
;		g	0.20377
;		t	0.29571
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name              	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	oligos_7nt_mkv5_m5	12	4	1	-36.400	12.100	48.500	a:0.297 c:0.204 g:0.204 t:0.296 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
oligos_7nt_mkv5_m5	-5.0	2137	2538980	63974	2.457749e-02	2.214882e-02	57652.28	3.018571e-151	5.312685e-149	148.27	1
oligos_7nt_mkv5_m5	-4.9	2493	2541473	61481	2.361973e-02	2.132109e-02	55497.76	7.351068e-141	1.293788e-138	137.89	2
oligos_7nt_mkv5_m5	-4.8	1934	2543407	59547	2.287673e-02	2.064857e-02	53747.22	1.238243e-136	2.179307e-134	133.66	3
oligos_7nt_mkv5_m5	-4.7	1952	2545359	57595	2.212681e-02	1.986106e-02	51697.37	2.541215e-146	4.472538e-144	143.35	4
oligos_7nt_mkv5_m5	-4.6	2108	2547467	55487	2.131696e-02	1.918653e-02	49941.59	3.887201e-134	6.841474e-132	131.16	5
oligos_7nt_mkv5_m5	-4.5	1822	2549289	53665	2.061698e-02	1.858381e-02	48372.75	2.994855e-126	5.270945e-124	123.28	6
oligos_7nt_mkv5_m5	-4.4	1707	2550996	51958	1.996119e-02	1.789740e-02	46586.06	1.415646e-134	2.491537e-132	131.60	7
oligos_7nt_mkv5_m5	-4.3	1690	2552686	50268	1.931193e-02	1.735023e-02	45161.80	1.358758e-125	2.391414e-123	122.62	8
oligos_7nt_mkv5_m5	-4.2	1446	2554132	48822	1.875640e-02	1.676723e-02	43644.27	3.537434e-133	6.225883e-131	130.21	9
oligos_7nt_mkv5_m5	-4.1	1544	2555676	47278	1.816323e-02	1.614246e-02	42018.03	3.173304e-142	5.585015e-140	139.25	10
oligos_7nt_mkv5_m5	-4.0	1464	2557140	45814	1.760079e-02	1.564335e-02	40718.88	1.036142e-137	1.823609e-135	134.74	11
oligos_7nt_mkv5_m5	-3.9	1361	2558501	44453	1.707792e-02	1.507060e-02	39228.02	1.156543e-149	2.035515e-147	146.69	12
oligos_7nt_mkv5_m5	-3.8	1341	2559842	43112	1.656274e-02	1.457159e-02	37929.14	5.010778e-152	8.818970e-150	149.05	13
oligos_7nt_mkv5_m5	-3.7	1317	2561159	41795	1.605678e-02	1.407648e-02	36640.40	2.433161e-155	4.282363e-153	152.37	14
oligos_7nt_mkv5_m5	-3.6	1264	2562423	40531	1.557117e-02	1.365347e-02	35539.32	3.287470e-150	5.785948e-148	147.24	15
